count_of_reviews,stars_double,business_id
0,4,4RpdVZIR3dV890pJ5hQd9A
0,4,4S1WQMjW-aYkArmm6v-C2A
24,4,4SaBKJCdiD44G3iXuzDw3w
0,4,4SelcY75O5BFFM7T9aj7Xw
0,4,4T1Ca_edEQqkZVSsTdPe9w
690,4,4THc7ojs6ppNHKhLl74www
83,4,4Th4Au8kRlL_uEXR-PeayA
0,4,4Ty1NIRnOCpT4Id8nTynxA
0,4,4U8Y6PllZ737Y-v65sIF_Q
0,4,4UDcDVbXjjSel4y89HQlLA
364,4,4UbaogV4RT2Ip5owTZaLDg
457,4,4UjU7F_EX3lgUtkzN8Bbrw
446,4,4VT8kIUlTa4d3mwWrGJ5Zg
0,4,4WEA3wC8wIaVCssjidL7qA
0,4,4WMFY6wWQNO3OsL5ykwGCQ
0,4,4WfG6icxcCM7mHzQT5WmPQ
0,4,4Wk3yKbFBIWXyl2Xh4ounA
47,4,4Wv5vezkAalQCNJD3486Hg
50,4,4XLSNVJcveUz2P8cck9OZA
12,4,4XM_h6Gs2EdGGqMg6SXKAg
0,4,4XeKmTxeldlfgcbo2f2BLA
358,4,4XyXfIPnyXPVE2VY3cQ__w
349,4,4YFSmyN_VjGjL9YieHmwBw
0,4,4YdKRgqKbijwJITzLufebg
37,4,4YmchDfczzs0Kj_oX463iA
0,4,4ZPcXpYcmsoiZQGn5M8JuQ
0,4,4ZcW_kf37w0ur8QFmX5VRg
11,4,4ZntMWDgaefTtCUamq0e7A
0,4,4ZoR9aQuJI-U7-kqbL1eiQ
378,4,4_Z2QGkLj5QICAaSv94gnQ
0,4,4a5R-s1n9R7CUZ1LcXerDA
0,4,4aC6Xc_jim7eYYgQsI-beA
0,4,4aDwy9_UB61SVM6VZeLe3Q
0,4,4bOwNP9ML8hQ2aXR5hLT6g
0,4,4bUjSn4WQtT7oRELHRVKLA
44,4,4cMXHDJ-Fx5O7wIdFIyPbg
0,4,4cQLu7PpGwRek_9q32Jp_A
199,4,4caOBg7o79RLm10cnjdyzw
55,4,4cgE4DUDSH3CjqsRwX_LOA
6,4,4dlnsqNfeD35u-3lYgUuiw
211,4,4droZrSKvd4UmQvCayFj8A
0,4,4dyUJmzJ_AQh5wfa_D_qOg
263,4,4ebGs-F5B6_Jd8PGRq8oxw
0,4,4edJ6KnnPwrpIyG5-xyYnw
0,4,4ergn03AcRW2kzgvZC-kzQ
20,4,4f1MpunVzcEZ2v4HNQa2uw
250,4,4fMdAY98O4zh6IR3BR9Mgg
0,4,4fMxm4yJgX_rD1_J3_DWBg
5,4,4fbOwNp0RDVQRuuDBD0gpQ
9,4,4gTQIYPaVMKteKOFAtKcqg
138,4,4gjL09PPT5UI5fmnVxFHcQ
106,4,4hAYnVFkXPb5_LqjOF-XDg
0,4,4iDYXywRibgz3Z5XSLjKMw
0,4,4iMZMQUbDXzTCuMoJk-XGg
0,4,4iPgCn9xRjV8ATSkx9dSyQ
9,4,4jQTzIaCUPaU4wqMERR-PA
0,4,4kEwYB1uCRKsajCxFHoOyA
339,4,4k_wbk7GppLxBhfga3Fdjw
106,4,4kgTFaD_1ZBN6BVloLmGyQ
907,4,4ksUZLtZW05zIaNKzAxi4g
0,4,4lKygNwoHQNhQrNmsWPn2g
0,4,4lMpwHFzxmirHqLSsj8BjQ
64,4,4lXOZikoMRUxC24ViFnzeQ
0,4,4laygsy4yDp4qllErux3qw
25,4,4mIz66DeSz52Kxi6rT6NRg
41,4,4mliCHzBpAP4CSNplEQQGw
7,4,4n-aj1CTTbDXm5UxdsaKQw
120,4,4n5uecSSvOL3knOc8_Oe_w
0,4,4nJvpvHzF8mZaqDtSRHlNw
342,4,4nLEhzQ7PY2U26tWT1xhKw
64,4,4nrKQLJLTq83zC20yC2q_Q
0,4,4o6DVkygZT8txcmrsKkoCA
0,4,4oEnMPkQI7Mg6OjtRj-Y1A
0,4,4oLgSAxDdfDhzW_5PB4wEA
0,4,4ojRsKGHkRNxKeTIA_J6Hw
385,4,4pG0kfb_AQdJ8NJ9Qe872g
9,4,4pPUTBqVnZMz2AM-_6Kr4w
0,4,4pfxn9PdLhn-X8Jvh8HAjw
189,4,4q8V8rnQb56PesBfGYzjlw
0,4,4qhWTv-dNzCLPTHUCiL-mQ
18,4,4rJnhvGIV6sBTP9lPI06Ug
21,4,4rrjlL0c9MMeDF9Vj3e4mw
0,4,4rs15Scg0SF8Yq_EDID1JA
0,4,4sHHbZz19H4-kwrAL1Vwmw
0,4,4sJgeCWPtd9Hx1OcXXmX_w
8,4,4sL1g8eTNczy82LN8-QOmA
170,4,4sjIZNWE9CuwcTxMj8Xfvw
0,4,4slCpJ_siA2Wfp7-pb3y5Q
69,4,4t-RvT_2SJbxCOR1SYkYFg
0,4,4t33Sfzumz_zRiMZ7-vgOA
0,4,4t6Lg2i2F0r6zTi_CFSLmA
84,4,4u3LVBEe4YlMwk4SIVmCBA
0,4,4u7uqtSiI3sk3SlNtUK-eg
51,4,4uZNRGDVXZ6KBIbMfodNBQ
181,4,4ukzzkXyzFO_iu_lMuyT2Q
0,4,4uzJHBUKIBw0y2nvCv0_tg
0,4,4vMRzvnNiM-bVPFawWxKUQ
0,4,4vew4SBY4wc13Ez46FFDVA
320,4,4vlpAE0eAtqcTghJMjOFhA
10,4,4vxnGeyms_5tuzujB6pQJw
0,4,4w3OTSAnGkpMUBellQKcsQ
26,4,4w54U7DCiyswmzMf7t32-Q
44,4,4x8fJfyr_uapbfSECUxHaw
0,4,4xGEhIGbMlGYHq1D6lwiJA
22,4,4xXUC2W4rfLSmHSoqJzo6g
0,4,4y49CSzDlkZB7nkyViZuzg
0,4,4yUrPUK0zSpvoE3QVZhTlw
0,4,4z8F9DRUTfHc4kBMlAR2Zg
0,4,4zKwBFcPGuDfrYjpk3l3Rg
8,4,5-03TMTD00IZxqePyWEF3w
0,4,5-6h5lbOmnQpgN54gCR_CQ
0,4,5-h_kr2hcJH7NpWmlvscfg
98,4,5-vaXvGIOVM_oORVNm63cw
0,4,5-xS7d9ueYDM-Dtbqo8fEA
0,4,50U7l2mAfFQDAR18ff7djg
100,4,50sSD7Sj8o6AOWEzISsttw
11,4,51wWYGU9uKQ3JlD4v0JEIw
6,4,51wklgmK24kHAeeIWCrcMQ
0,4,52BmqJFS42gVhgNA9HSBqg
30,4,52f_ztOVodIoV43Qt-R4rA
7,4,52lk5NubfcDL_n7inxVj_A
0,4,52o82-XanIGhqQySWbiuPg
79,4,53LK6okyZhLq1Lu56TtgGQ
0,4,54ElwAyN-o8e4uvOkC85hw
0,4,54Flq7X4Ugfj02_IzIoIKw
73,4,54NgB8wtOyLp6t_cV_XSKA
20,4,55Gb0cs0mWZGlAewdB-dKQ
0,4,55NF5ImeGBAiP4MEft9Wfw
670,4,55NGHog-Oh8QyrmLVR25HQ
1019,4,55PGG2U1z-q7Z694F-B-_w
377,4,55sWbKxVapkV_TlYYkUnyQ
47,4,56Kl4iB3d78DjLdVZfrUlQ
17,4,56yPekZjLnJxT_cL4UDvtA
22,4,573kl0gJWMq6LFNUyCudpw
0,4,57PUEba7Jj8dyPuohKeWiQ
128,4,57UOLFG1dRniuge8gsVh-A
0,4,57oqKiZR8RAxHwFZlEIeSg
0,4,5848GPG66wkJ5jQGDEm1yg
516,4,58UbC9XukpoPC2fXGIlPiw
0,4,58cDJU4cub1o0o0B4h9GrA
38,4,59EXsVDzGEqJR_lgKk3fTA
12,4,59GcsAykjrNLLxMz_mOZIw
46,4,59MpbKSLw0EBgM_bDxpX2g
0,4,59QvvLdB6FA-JjCpxATvdQ
0,4,59qvYQ6joOWJpwR3kfy7jQ
109,4,5AQR4mka_xM6JhW2zfRGrg
169,4,5ATnFOzKlZ3FrEJXAedUJg
0,4,5B2BYTpVPEKyPa2g5wht3w
9,4,5BBaMTeKm45EfDvRzkOWhA
229,4,5BFkCofYXOqm6bahuieVeQ
5,4,5Bou4oRxfqKHwihXWGPS6w
0,4,5C4VVFIcDY0KT_QTqHIAtw
91,4,5CGyxYZzCp7_IcJU8yCphA
1,4,5DHwjdoJPV8i8IFoqzT-SA
29,4,5DgYaH-M1aR-coO7G5shkA
0,4,5E3xhETR6r-qA2gXIm_RdA
0,4,5EDmt85Q4isZL-NE9ZCTXw
106,4,5EmqULtZ3IFZ3hjxyXna5Q
0,4,5EvsSPrMyxt-yAIDg4VZdw
0,4,5FWZrFhDuSLmWCwnTzzpMQ
892,4,5HMXgD_gui5n0Tc_hadesg
46,4,5HVHP_aUc_a6jdyBjq13FA
99,4,5I5ib97bcGNlliacBWPvpQ
20,4,5ING8UnazdVpslmYpuDWyQ
76,4,5INwFks2VG1QSnhKhmeWwg
8,4,5IPI8P478q_wwcaeqmi2Jg
0,4,5IzATuJLQEg0D1bfKrutvQ
307,4,5J6gpko-pn8XGzlFwCpoWA
0,4,5JKFaKN4UQj0ieHvVAArAA
848,4,5K6W5eZKzJNImYVxHG7G4g
10,4,5K7mfIFJk9yL7alNYxHFoA
512,4,5KF7z9kJPBuXz_qO-OoE8Q
0,4,5KjbYHBGTm3oCnfUrOQs1g
162,4,5Kklp6a7lggH2XQ2MSYANA
139,4,5L7fF2xlvOXWlVsyum0mnA
0,4,5LEP8Rcb4_To8amoZodtow
0,4,5Lm_6FOcVSjTcsqIoPTHzQ
107,4,5M9eeFrBKKwn7Uhw4j-0lQ
0,4,5MDs3Z7kygW1bH2mccZY9g
26,4,5MRfLumNjJ2bqjP7bm5SCQ
0,4,5MTQ8XvGoO6dM55k-HK2Uw
58,4,5MnRr_uHnNDxvCcj0viYyQ
140,4,5N3JO_Meu9-cSRbpDf2Z2A
0,4,5NfAhUexipv-c24l5YfcgA
0,4,5NteL0wlyyvdnfQFrbJSdg
252,4,5NuMKr1rIJYOnsgMNvu2dg
0,4,5O2j81ScKPK4Wjy5U7xP4Q
154,4,5OBXDr_-BMq4Mif-AyuSYA
0,4,5OF7qUSvvENIL_lmn-Zm5g
0,4,5OVkobBIy0HyayWjh4LnUg
27,4,5OrSFBHuT2o364P9J5JASw
1321,4,5OzG00MoGUCOpNkYot5fCA
0,4,5P5ycXMBRKvIZaEAKTdBBg
0,4,5PbImb6dANokzsnklKwO9g
0,4,5PbqG5VOjIanLOk9Jdw8cw
0,4,5PjZs28iVIDXyI4nyVjA3w
0,4,5PqzWrhQN_rZ3o_iD0qVlQ
4,4,5QIhAe359r2e_m-2YqrmKQ
1,4,5QNVjWlAHmOJeCmqg8b_jg
7,4,5R4-xjbNBs20bY0fz6Em8A
0,4,5R6NV9f59FYcQrIFLwE9Gg
19,4,5RHgzwyAuyXNJw-K1JKxUg
0,4,5Rl7r58m3IQF2_LAo-hhJQ
0,4,5RoicWBiWJfsEqFU1uuJvw
25,4,5RvGlhQ66auDPg4QtWfIBg
0,4,5Sb3Jq8zMdEfLkx2Oz5cAA
38,4,5SjHmxCeAcNcQ6uUnvWJKg
56,4,5SmAjR6m6u27F7rrNh7E8Q
0,4,5Svt6UNOVgXkN3ziqj1jmA
0,4,5Swc7kkaY5fH3_kfkuAZjg
756,4,5T0vKfIJWP1xTnxA7fJ17w
0,4,5T3aqZWkcv246WchJize_Q
0,4,5TMGUvmXWnxTwuJNWXiFWA
10,4,5TZpE9WJ6_gSmRZchoV8FQ
0,4,5TpZeIWG6F_pO3tT-BD8eg
1690,4,5TsjdwNt10gxGChQtGGpdg
362,4,5U6cJoa1wUp4dtAknFJv5w
0,4,5U9Zmiuv5WzooPZNjzyb8A
0,4,5UvSFEk15cf6ZltrvjrWUQ
0,4,5VXSdqazFnblX2nUFMw_Sg
86,4,5Vrg_1JXv0B6pvkdLVxvnw
0,4,5WIGZH2woydTlMz145nsYw
464,4,5WzAkhu3JY7Eue1oyJFogg
0,4,5XDdbjcOZy_ugDf5oPbBlQ
0,4,5XENCwJ9Xgw8BsfuWqOsSw
15,4,5XfV-D2ka0iAx8xxPBb2-Q
12,4,5Y3oaMK_P9VJoG1iwnAsJw
51,4,5Y5Cuny8VSleWMb1qhHu3g
27,4,5YJAj2xCesZIn3_f28OPeA
588,4,5Yz9TvBebuZJl2xAPD93JQ
155,4,5Z0M3VkIccVWVKsXDwUgoQ
115,4,5Z24eaQMWWqQgY2Eb5RGbw
478,4,5ZZns2J3zIoDCp3Sd_jD6A
91,4,5_7rV6HEj4N20WqP7b75BA
0,4,5_CC2pfEMkTIkgp6t2WJOA
0,4,5_bWTMUU7EgtfkIIWXUPig
0,4,5_xqpHmri3TXsDcvcCWqRg
0,4,5a3v36bMnocktwWLdqpaIg
448,4,5aIfAZCVQQ2b39eNytPHgw
0,4,5aNaJ8ec5VpEK7l-BHXmlQ
8,4,5asH1V8XzRVipID8pSJmoA
6,4,5bHSXm3fuEyRjMUUaUKqww
18,4,5bLec__-RG4Xmtrrkd0bpw
0,4,5bYODr_tE5NJ2QXt1-4-uQ
0,4,5bmd1UTAmAQsVFgAnkllgA
0,4,5d-Qi-wl8omCdXWQe-N-wQ
0,4,5d7xlsmXjtQZQPqA-fH2RA
0,4,5e1yzwhovZxX3L5MTWwsbg
0,4,5e45nIAkh8RVhtZAWxbZyg
0,4,5eBnaSZbDYn8HgXINZD2Ug
0,4,5eLSPamXj-ElQjyKnjOGmQ
0,4,5epVHMk2vJUYlFWkwGHq4g
172,4,5eq56X-e9YbAKmHgUOyXSg
0,4,5fBj4YiqxXFTg3oxIQmwpQ
6,4,5fnNo4rDu5lD_5HCPdXgAQ
35,4,5fpkQaGhG-VgzsPhqwv-yA
277,4,5g2XioUXR8ZrXrUcZoGchw
17,4,5gB8Ffi8tCSurp05uYcLpA
444,4,5gJ54ZorEYdQK7TAD7Yz7g
0,4,5gQSVEsRFKT5UQnrSSWC3g
0,4,5gXXDtyHHsvFY0RfZUqUGw
0,4,5gsy94HlCMjiLOdSnMc6JQ
54,4,5gzCsBNbCcIDMCLauNA6xQ
0,4,5h1g27ZamALCL5rL-gR3xQ
8,4,5hvOO576Bf3UcgYbeb9dcQ
16,4,5i28FygU1HM05YtwYV1BqA
27,4,5iGlLQ8qzYbtck4gdgZ1Yg
154,4,5iYk21_8rnYN8sR-R4_kLA
18,4,5jCQ11S5j3-YUUk_ERCpAw
0,4,5jdd3oasEphZK5S3wkFxGQ
185,4,5jl8H2jqtErIHgOCyFRKxA
0,4,5jmXhRTy3YDnajkh2CotpQ
19,4,5k5SW78NHHWy9gFhUgoWIA
0,4,5kpkDee0r3V3qZ9YG6M5jw
0,4,5kqwo7jvftUcLDNfvxEhrg
0,4,5lRflIhl7o3-pSWOzVmXFw
0,4,5laHCH9JW6JCis9tDh9sFw
0,4,5lfFskgH271MZWmcozWSYQ
0,4,5lgMVO_YY2fn4wAtXd-TkQ
128,4,5nSNlnHyV-VLktGo3hJ-2Q
404,4,5n_T01naUJBHOpIKp7Oz_Q
0,4,5oUOPgwX1fyfCpoy2oqKLA
0,4,5ogUQdbCnyG5KIdfiYQLJA
0,4,5orS6fh8ZX6n7XDl7KZK3Q
120,4,5ow7mmeDcTzaBM4b8eql9A
53,4,5pXsJCysK_G6tEg2yAOaww
482,4,5pkmP0W8Fh-A3jnUJHOX-w
0,4,5q-4VXQdGTqDjoZF0HQsdA
0,4,5q8oA3Zx9SxGmElGK8fHpA
0,4,5q9nGB-ic509XiGrK9FlOQ
0,4,5qX8B_7LNNDZz9GZK76Ygg
0,4,5qxNNtcrirTGR028rEJYSg
571,4,5rINmqRcMlJCBR3vwMKbtg
0,4,5rZKOedzldGFx0LNeWdQ0A
102,4,5s4Lfd8TeU1bsF6Tf4Y68Q
126,4,5s5_DbP2EKJtn2SQ-moZNg
5,4,5s8DkB_N_JwB8G7hDdfgQw
613,4,5sg-7zNry9NVs-S6zJj1dg
16,4,5t8tugcXM0ovMrgQPuWd9A
0,4,5tBNQ7Bq5j-WVUqpG495SA
0,4,5tMFk4qwWjFcOehWLPdp-Q
54,4,5tVuIEhRbhRlfnazaDIowA
0,4,5uaQ18URApbtZDc2TVdB5g
0,4,5vLEXzGvmpxq7lDog6QfOg
0,4,5w4ts-hFH596X8hRtrEpKw
239,4,5w6kJT6y74Kn4ISVXHj2PA
82,4,5wJkOvTC9AvK39uFDlM17g
56,4,5wWZC9fhJz4_s0ZLtIYBTA
69,4,5wdqTdKr06ufxc_HET3vjg
119,4,5wgKjjjG35D2DStRKj5uJA
0,4,5xMfYiPIavDAOEqV4yLIqg
12,4,5xXrDlA0Mt8fxiuzxyEckA
1014,4,5y2zZGIE2a4tuEJ5FhSVrQ
89,4,5y5DyLuwiBOtok8LcDmBEg
20,4,5yeNbEcSGwlW8vKEmX9wqQ
0,4,5ymTydcYebJEZsUdFQE_xA
423,4,5zKM4KzPzn-Go-QfrSIORw
8,4,5zTNowb8kBWo-4ciZKh5Vg
0,4,5zdj5LhboPUvxx8CBvOdxw
68,4,5zsWkwtmolNMkGDzANabHg
3,4,6-LNvyBRbVi0VYOaNx1xqQ
0,4,6-N8TPwV8Ug5cFZhGpAJ8w
25,4,6-NIrW8Qqu7Yfy1-7phsnQ
0,4,6-PThU0EzyDg1HHEJ8Y4WQ
0,4,601F1FxlKSWKbibGFdN8RA
0,4,60Wlbf6jdEGzRsDKv5xDKQ
0,4,60XT7z717ItmJ9R_fpDbug
202,4,61Z0Nw8AG9HLsavDBvY3WQ
0,4,61yT-3msjYqTwD_chUXF5g
0,4,62qkHu8_V_bfDLKUv8-6dQ
0,4,62z7qV5NwAvW8ASOrPhMUQ
0,4,63DRZg2CGsBifJ_WQfwEVg
978,4,63DvXSks1tHIDajOGvwnRQ
12,4,63Han295a-tGmrfCR_stgQ
0,4,63N4k17lm7AtjbdKRoOsLw
0,4,63o0KvrnCoZntAPR_E7QVQ
0,4,63uqZAAmP2Sq8odbKmOjEg
8,4,640ELxdOqdk4xp7fjbJRYg
373,4,649v8r6-OuBX_FujKlFhww
76,4,64S86p-9Xp73pKhAE52rzA
364,4,64V_ukBEQ5QNNhSkXr-kcA
0,4,64hA9SivevzpW2wJZYcayg
24,4,64ovsBIMJ5arWJl7MMr7AA
0,4,65ZxYdrwbL23j0uV5xXTDA
0,4,65hmG_Bcgj9RBcRC_c8ebg
0,4,66DY7zz0BHGmnhHlXy2IrA
0,4,670uYG2W19te4Uy9EVVdgQ
32,4,677I903wlG8ad_Gq0FW3og
0,4,67bZm-KQQCwSat7_jmiVbA
0,4,68K_UmF8DcRWproOb66Xnw
65,4,68WLbPvpjzHoaeyT-ftq0g
0,4,68mSBeeGPORnYm_DSOitjw
498,4,69-tXtqcihNJbCLmzTtGYA
69,4,69eteAh0LCHhwBwucqqO6Q
0,4,6A-flzVZVs1l-Jsl4tRvjQ
0,4,6A4zWKiGdDYNuEn__2wTsA
208,4,6AtGmd-i19wpTZLqv6x1_A
55,4,6BJ4V9qjymp6sM7_Ziw_Wg
114,4,6BPQKYP0H6l4raCdAMIPtA
0,4,6BgoGZMjvvA4Ki5a6ABnFQ
0,4,6Bz76HfMs40vkYVlbCI36A
0,4,6CBgLPTxINs5jlo_rXaL3w
37,4,6Cg8-F56VQagE3fsQFRQbw
0,4,6E6H-qDYPbpadaMc7VlLyg
0,4,6EkeHDRJRoojZYRYhEHIQw
0,4,6FssLiy07yIsKQ_9TlTuJg
9,4,6GNabbLw1lkvItbr5NIjvA
0,4,6GPuwJdkmq6ivdisifwb3A
0,4,6GmUVd6ZD7L8weD5dV1g3Q
308,4,6H313b3O6gTULpR7fV2FsQ
0,4,6H8fHF3rQrGGkNubziSNKg
0,4,6H8wxTfD9xGAIKxpSvcCSg
5,4,6HCPa3k130PzfN-VbHVjpQ
0,4,6HnqTF_riUTMDBWUxCBdUQ
0,4,6Hw_aGVvccbdBTVDM_iugg
34,4,6IMgEnSZyb-8N7yPDDdKIw
0,4,6INAtj5jvZ1lPDGpn-zgVA
382,4,6J-lSviMGkXXPldhncba_Q
0,4,6JnxFu-EPPwI-FqbOBKpiQ
464,4,6KG6pQFC06qKwbOucDIWjw
0,4,6KI-d8bPkujTbGMHB3TOzg
37,4,6LT3u92NVH57pgd_2vYE9g
0,4,6L_yrBKovW6Y2pkfOOau7g
105,4,6M-AIG__Cgvbn6rIhOXDjg
0,4,6MG_KXTqf0M1UOt3oNt_Jw
27,4,6MTe83OwZ57gcNtEA4FcYA
0,4,6Mi-sw4QdsyryXRVwBXlSw
467,4,6MxHUXcUPbWuRFHr8N7TiQ
92,4,6NHxF7M3VLD-SxbYMZvQPw
24,4,6NU7jqZbzBsmt4j89wh9GA
197,4,6Ng3P3Bi8TW006xB7l2PqQ
129,4,6O4WH184-OUHzrGrslEnFg
183,4,6O9YOWwi0a2pvn_ZoeiDlw
104,4,6OPaUo-nVZ_2_tZpiDvJXg
228,4,6OcDg2ZECfSCHckCjMNYdA
0,4,6OinYxPFdbSnz2nEZE1A3g
48,4,6Op6kvhAtHaShatJ0LIeDA
18,4,6PFzidqH3oSNK5eXOHNBIQ
0,4,6PKLpJqyf6B9ZI-RkDM6IA
48,4,6PLX0UeiErFh9K8ni-xoCA
0,4,6PiaORDDX6998_R1z-D0Ig
23,4,6PsW2FjRke7oS0DfWP3nmw
0,4,6Qq_ikt4NKgpYwiyntIG4w
116,4,6Qqz3eQVLJDRELE2Grm-_w
21,4,6Qv2ecCQtitj7tIalLvCxg
0,4,6QvtKbhF_HIyuy3YYY7Lyg
6,4,6QxQJthmwXxIANi6do9iRg
20,4,6R1sAd6aBfB9s8S7ioLFgQ
0,4,6R9c6NEA8jRzH5d5AppEsw
18,4,6RJuJzdfr9LPOoJ19R0MBA
0,4,6RVhSWX7Z6wsw4CVrZRbkA
0,4,6RXnG0S3EDVSxe2FH8bZRw
250,4,6S23DjpA02op3zk6Ltkxqg
0,4,6SMj1FNYRUxINR1smZMcrw
67,4,6Te9OLX_5bjCdWOoZvxC7Q
0,4,6UUEiPIaxaBA0huxZ75TzQ
8,4,6Uia5wMrQWwrQDadShJ5hw
192,4,6VEnztKHrZfmw2Qhi5gVEA
305,4,6VEqxtkNFHFR62rjNi-yIA
283,4,6VhtbD5J97IEhF8XG-6l5A
0,4,6VwZJ9YlqlEmPkATjzGDyQ
35,4,6WXl-NtBQLq6XkkWKeJ2Ng
32,4,6WmhuwhPyn_a8zFR9Ax_eA
0,4,6X62fJ8aTUiwJCqNKWA8lw
103,4,6XNtk4WYqu5PDX8u-NfRHg
0,4,6XWO3-F3Xek7nu1aEih19g
271,4,6YCGihzbtV97nM5Nl62qRA
235,4,6YE82vkpelnWPTjQUfjtvA
0,4,6YO18jZnRzjf2-XV7defDw
96,4,6YxwvOA3MNFPig2m6kFjIA
155,4,6Yy1csIXpPzrMk4KIWxPxQ
5,4,6ZZF8sJM3Lpn30hhySBUeQ
0,4,6ZxqzsTGf_4UW65BzRj29g
0,4,6_Bf8MgJdYIRZ_3AvPr1Cg
200,4,6_J9UPIx5i_uhvq3CorwQg
0,4,6_NxWHy4flcwAlxMlK3ONQ
0,4,6_Pozuk6P3s47U5NhsplxA
0,4,6_UFxcs89QhTgyascmtOfQ
0,4,6_VBVoFBWE2gysfcwAi5aA
0,4,6_eqFwvgJDCwpXAtKIYXUg
187,4,6_juRpfIoSmt3_wRVlvKtA
0,4,6_sqplbWtLcO_lzgd-HjjQ
0,4,6a8EOxICJtgzHViVmmplKg
0,4,6a9e3SVhp1H818UGpwOvGw
0,4,6aFwp7L3xi_SQsGR8htVhw
5,4,6bBWckZe9uNBBC9DjwVXMA
194,4,6bFPdYkutbtL2UTUe1FdjA
0,4,6bMDij6qvshk4P-wKCQOIA
0,4,6c25IHeTOEbhr0OPNDNHDg
259,4,6cE6ZKMM9QXEQIuxH_5R1w
20,4,6cJjK2XHm9703HyI-as_Qw
0,4,6cpyParNNfo2c0XFm4caVA
0,4,6d0qvb0zlXw04RdmtNWjNA
0,4,6d3whKYZeqHWJph_FtzUPQ
656,4,6dB2_doBzgx3SGkgyMA96g
0,4,6dMajspOB81g-7dBaaGMwA
0,4,6dun6w-GWz0ZJWvkjRqZgA
0,4,6dvFjR5FNp4OWK1HMT7dbA
0,4,6e0umJWDYtr5ssypr_stOQ
495,4,6e3UQmbqFLGWWDCI5VczCA
172,4,6e75HpA3O9CA9dfd5rmmtg
0,4,6eDBobflCKUA81j_ogatNQ
129,4,6ezm1y9N1w2nJ5PNm3RV5Q
1313,4,6fF-nAA2AWTPYF2vlOzqtg
0,4,6fHuU0UG4FLh1r8EX20wzg
56,4,6gFiouExr6JeCEgOkgoFqA
20,4,6gR-1KOW7uyvN3TQbWhnOw
0,4,6gmEsan5nMc0_DPP7usxvA
6,4,6hDDCSHITk-IIvV0gRhzOQ
278,4,6hfUwWzvJvT-rJ7JnMdblg
0,4,6hmW1o4XwocLUBKh6Fb_zg
633,4,6iOAgzJ0DRZNSKA3FSrrOg
86,4,6iYb2HFDywm3zjuRg0shjw
0,4,6j08BaB2uLcFRgkJFf-g1A
0,4,6jJldJSssvuT50o2agT9dg
0,4,6jKGBXJ6XOgEG0rVOtGjmA
0,4,6k1omPa3O3Kl7lSjXfCxvA
0,4,6k4HENySsp4K_vtm1WuG7g
0,4,6k4fljWG_wstp-gmA8PDmA
75,4,6kF5oGwMnDGGp2DKLr9lYA
888,4,6kov58Ydeu3_NPTXlWyFsg
429,4,6l3VwoqCLsAOOlhk62B5pQ
13,4,6lKp6z1H0ZwDGamoDaooVg
0,4,6lOXxcEPBs7khks5N-olVg
221,4,6lVFtXkZ9lWkx2sa2Q6p6A
38,4,6lXKTHfzevdXChAvdDgwkQ
297,4,6mTqqLSCMxIYF3KmhwE4JQ
0,4,6n3zj95E1LTpegmdrzf98g
405,4,6nNseNdeC6QTKa6XloL3zg
5,4,6nUW6cXoE_ElLwKjMnhPqQ
155,4,6nrH9eONhS8UzHIaLYPEuw
0,4,6oIKOIJmrSxv1MjVzg_hXQ
6,4,6oJCr5DibHBj5QIf1YQ4EA
0,4,6oSZoFkt0-J7EB7OxkJOpA
0,4,6oX0B0uFrjinys1qcOw9IA
0,4,6oYFWlTblWV_8w6Rwyw_cw
11,4,6oYq5_sK5QX7BvJ3fjRJNw
930,4,6p38z1td1y7iWRN_UJHl9A
0,4,6p5m1KrtkFdphJcBsfCaOw
475,4,6pGLh3TrOmQYk8RuZVe7YA
67,4,6pgBbLgEogh5CiZLYG92Wg
8,4,6piNmsob2IhC8JEo7stS8g
0,4,6piqq5ov9AIPYjGtkFT8bg
54,4,6pnI6KyMj91rQ4_EhafqzQ
0,4,6q-cj4Cnpp8pqojkf5YFyQ
467,4,6q9Cse0udgAqWeZnpd54uw
0,4,6r5IehA5zv6_35Qy4IttNA
0,4,6r7slSi1SLDbXlCvRp4PqA
416,4,6rH10r_XIw29Zz9P1xdj3w
0,4,6rJwbvMfV45b52-LLbpreQ
90,4,6rRqlRfjvhmfV1rWnXiAvQ
5,4,6rlgGdPgXO2vczB3t8gUdg
460,4,6rzELGo2Y00d1D28xO30kw
172,4,6s0fl4nZ3c0eK0ciHy4hWQ
0,4,6sE7Jo9Du0epQdXUQWpiBg
0,4,6sbla5u0WsGhSIRedOOn3Q
0,4,6tOHnPqxBnG81HI0_rWwbQ
0,4,6tdVkw12q7uQjwLGgHAOPw
0,4,6u4DqwVlhoTmptwqtdJDlQ
48,4,6uNsbJ-4uIKHXKxfR0hacw
263,4,6uSPLo9R0vxtJxPIhsMSMg
19,4,6uejLJy7zgc64y6bIhutWg
34,4,6vqRZLIJdyO6G95F5Gp3Dg
531,4,6vuGFDIUeaO5JlyseD6SRw
0,4,6wAknZo0VDVSdjQj1kzMJg
0,4,6wGHem2o7migh4syWmmB8A
0,4,6whf341MbUYTixC2__3E4Q
0,4,6wpJWK5HngOT-MkM9GMMBg
88,4,6x-F479iB8AH6ngt94hlEA
8,4,6xVD7SsljmkGXiAdDEI5-A
204,4,6xg5SUossSS2QONRdMYWgQ
