business_id,restaurantspricerange,income_range
w40whmyRo4QIBiU8hlo2Yw,2,>400k and <500k
Bgs687chJIkvaHmyh-GmQQ,1,>400k and <500k
XQBh_B71tEZgb5Xe_ZTVWA,1,>400k and <500k
WsW6Ln_opu1ReAj2HEQZqg,1,>400k and <500k
J3IveRDnL-FWebaRUj4J-A,1,>400k and <500k
QYwhOtmh35-CMbkNk2TaRA,1,>400k and <500k
N-fVB517F2JFpEb1qHz1sg,2,>400k and <500k
f8LpC97LNLIvbXqtmSVfew,1,>400k and <500k
02pKIq_NXopo77IJHSUcRg,Not Available,>400k and <500k
Nom6gyrxOhI0nP4csiEA1g,1,>400k and <500k
8_6ouuIhfXaYIVs-G8y7CA,2,>400k and <500k
5iEU1oNo-vidB6_o3sB0rw,3,>400k and <500k
JpYP8KN4gaDrjnWPiDEKFA,2,>400k and <500k
PSjl8NFOcPkuIQ85_mYHEg,1,>400k and <500k
vz5QiMiM4ulY1hM9dk1GRg,1,>400k and <500k
7AukfzAb88yZr_4sr5uulw,1,>400k and <500k
B3x2ZewOk3_1WhdTSCgLOA,1,>400k and <500k
OknRaT5YJEL933Pi8v5BOg,1,>400k and <500k
ZNg2VIie1fpQKmUoTl8H4g,1,>400k and <500k
Y0fgbHCsGeKiVi9grQR6cA,2,>400k and <500k
eSm2lKLjwHldlYohC2B_qg,2,>400k and <500k
Dhaf2hgPXSWfKek9gOvPmA,2,>400k and <500k
Smt5qLQBSq2Rl5d_HQX_9A,1,>400k and <500k
hP2teBzDilIRBbxr7zgcXA,Not Available,>400k and <500k
2tnBRIpBtQGS7gvneZlHTA,1,>400k and <500k
tZgQo0Dvq6JAs4sRETdCnw,2,>400k and <500k
9aVrKoN3hrRC4T8wmxpmPQ,1,>400k and <500k
ZGpW60yM-r2S4sa6_NDUGw,1,>400k and <500k
SFdtFooToGpzO3wv21BZgg,1,>400k and <500k
b7mLwGp5y0ay9HFNwsHfpw,2,>400k and <500k
APAZSnCssscUHM2H_g0aDA,2,>400k and <500k
gy48Scn6WzL13mlXxO77gg,1,>400k and <500k
RAVif8-a1FyCg1CD8DS7YQ,1,>400k and <500k
cpvOu-TmOVso8YE37kPipA,2,>400k and <500k
gMtS62WiBc72oLhgT5AyPg,1,>400k and <500k
ctXS9b28KDe-5XjKGYj7Sg,2,>400k and <500k
25rbEP1eDuN1MJTmaSmSOg,1,>400k and <500k
hbjK4Z4Pzx04Z5Xm-Yrsag,1,>400k and <500k
6rgqrYcyK997c-HzUJ8wyQ,1,>400k and <500k
Jl4qgkVfuiBCh6gvu0b9zA,Not Available,>400k and <500k
ct7G5UemLpBl5zHVUp-6zg,2,>400k and <500k
EgZXrvDoShJ7e37okzXX9g,2,>400k and <500k
ebDCAUblYXW7mBvvgnfDwQ,1,>400k and <500k
iuC00rYfWLIjggXOJpCNkw,2,>400k and <500k
hnFNFSZvEGhUUKesvAFYxA,1,>400k and <500k
RqLy9DpOD_uwPrwH3NFP2A,1,>400k and <500k
_6nQ-IhgQUDCWNTfu_Bbtw,1,>400k and <500k
zmuiQdXQJSb4v85yYh_hlA,Not Available,>400k and <500k
RpjP7JqCMf2RdtfDOnJ0fQ,1,>400k and <500k
tzDe2a4ZaIzj7_UM1W-OWA,2,>400k and <500k
iNA2WE4isKix3Sgpvbh_EQ,Not Available,>400k and <500k
er_ifW56hDoK2VHTOldsEg,1,>400k and <500k
cx_JvRRTS2DCRgUBk8a0Rg,2,>400k and <500k
w_aOJPUPyP8imvli2mfMDQ,2,>400k and <500k
HtPgMLlmMHlcflcFdXKVHQ,2,>400k and <500k
7e8VwFNOOccTtWixw1_EvA,1,>400k and <500k
qBilWGILaDI2KHQ-SFsLJA,1,>400k and <500k
X5yfektpE6YW13Y4xnQaXg,1,>400k and <500k
If2FAKfdRItLAuFQ0XrmIQ,2,>400k and <500k
EK7EjlJjUtMpcRNu7XYWOg,Not Available,>400k and <500k
e2bSpvN2NrvNWpDFWXuvdg,1,>400k and <500k
HeHoNEvd1aWlmlyITaH9bw,2,>400k and <500k
GxZSyDO9Zay0DT0-65OZsQ,1,>400k and <500k
0qV-Gl3T4Qx37kPsVD7X-A,2,>400k and <500k
GJ79kcgqANvWyK7IWrj8Nw,2,>400k and <500k
NmtHPLEJ059uFEOKH8A5fA,Not Available,>400k and <500k
Y07VN3Y5EN4istQZMlavtA,2,>400k and <500k
5asAqDH4IVNyqhQl2tGYvA,1,>400k and <500k
q4rhpr1WZyKRPD2pnxYVOw,2,>400k and <500k
CwfxPYfj2iB-WMbKfIGwcg,2,>400k and <500k
qNvxAKamrivbSaaeSl1HJQ,2,>400k and <500k
XqQjlT-6rrlpC_j5XI0o0A,1,>400k and <500k
ooNOrdHdhmhS7guiIpDDuA,Not Available,>400k and <500k
1UJTmga1Yic89SMYEAU-Kw,2,>400k and <500k
nFNn5v2fGcgrExqApDC-Gg,Not Available,>400k and <500k
xclnL3Y9WsNh5KaFimxT-w,1,>400k and <500k
SwVxsdUD3khVMGs84kzdgw,1,>400k and <500k
mn4smAPJFxzUCWayIoZncw,2,>400k and <500k
HrFWWWJCH-1qiyJ-gZwYgA,1,>400k and <500k
TENHcreLljZvnNu_CpbW5w,1,>400k and <500k
403rBNGOKDxEdyuVc3vrrw,2,>400k and <500k
riAMZdetrgWrwoUQUoJHRQ,1,>400k and <500k
AwZGQcUMIzed7W-fd0FXrg,1,>400k and <500k
RYUA4oszCaC-YzEZkDUiqQ,1,>400k and <500k
RfKHDok4ssoO9opNQ4NSJQ,1,>400k and <500k
6wAknZo0VDVSdjQj1kzMJg,2,>400k and <500k
IkcamG6qRdIahdFKV3MGDA,1,>400k and <500k
HKrulHflY1MXhR8Mz95V0Q,1,>400k and <500k
thgupQpcghILZ8UvRXR4uQ,1,>400k and <500k
BERHdYECP9p1axoc3QXcBQ,1,>400k and <500k
035XcNrfyvSCP12SBgv6Vg,2,>400k and <500k
LPDwiLJ9UQlrOgeEDKg1HQ,2,>400k and <500k
j0wN8OpEf4nF6pDjsvR4jQ,1,>400k and <500k
xdmEbW_KchQeVHJ3w_dpRw,2,>400k and <500k
bFc5QOpFJ-3GhrEQi0dwsQ,Not Available,>400k and <500k
oEFg94BG11hf_9TitE1hmg,1,>400k and <500k
Uf9U_CYNYhJsmge7QkgivQ,1,>400k and <500k
YPygL1PBmBqzmgiIBpkD3g,1,>400k and <500k
003O_Z6sbCd1rUJG3-JViA,2,>400k and <500k
NHFv0gZaUUyvalkvaZrh9w,2,>400k and <500k
p0x8jLLI297khDV46mvdOA,1,>400k and <500k
fhvHA6jyXLd2XiQ0gF0DGg,2,>400k and <500k
iiMf23ZRO8i9ypos9vOESg,2,>400k and <500k
rMdbNLK_JD13_5UkWtNP4g,2,>400k and <500k
bnnJ6rAJiu5-zO23oUxkjw,1,>400k and <500k
cF02Z3ZOQx2PQWYKF8FGtw,Not Available,>400k and <500k
IJW_p6qjSg_azUX3Cm4wFQ,2,>400k and <500k
ahCPfTcTvIfZmmAnbh3YXg,1,>400k and <500k
AWInkMqmLdnVyn0ctmNovA,2,>400k and <500k
cNlIac-GA59hXR-ZOE74Fg,2,>400k and <500k
mYHbQDRTwv_dE-Ta8myHEg,1,>400k and <500k
z6abk7d2vUfZcWikD0O49w,1,>400k and <500k
vzMxQR5a-T56X21PrUIaCg,1,>400k and <500k
QndGsjOmVuCwBu-2toQNKQ,2,>400k and <500k
R78OqfpdH4sawQyC-GIdww,1,>400k and <500k
5kyEdY1kv5VsmBtJ_lKRjA,2,>400k and <500k
j55HCjCg2BjlaHXb3-3aVw,1,>400k and <500k
hOTF809grHwsqNY0G-PxhQ,2,>400k and <500k
QfN1Af_RqML4jCi5Tj1J6Q,1,>400k and <500k
HKu8Dkyl470AsNKwUNMt_A,2,>400k and <500k
NB0z7o7Wc6v7Uaf-C57mhA,1,>400k and <500k
mUZhHf68AgwgmeQWs6bu5w,3,>400k and <500k
QNyePozOg8ac6zT1cwcxiA,2,>400k and <500k
ikA3-pW0jJ69ouc-5tpNqg,1,>400k and <500k
mSo-QZ-soa01QzowFHS__Q,1,>400k and <500k
qwV9tP7yd96RVrt-2cFJRg,1,>400k and <500k
nHkt9Fndqcm01YX5GWHEiw,Not Available,>400k and <500k
ufZddj_Wo51i7WKGKORl_g,1,>400k and <500k
Gj18ANQXr8x9H8IVTKKX6Q,1,>400k and <500k
etWIpxCrssa4td5lNwrcdQ,1,>400k and <500k
3d5FtyMjaYPwN8yUwDPGwA,1,>400k and <500k
ZdLjdQDlabbyG9oWArJqcg,1,>400k and <500k
7U0qmYhNwlQnokuZPmyMVw,1,>400k and <500k
TF4T7KS5aDY_2z8SojX3Sw,1,>400k and <500k
DpfuKnbe0oejRKoAhiyKtQ,1,>400k and <500k
L-aLCNxmQtFUwP2gjM2o1g,2,>400k and <500k
VPKEjK7woWQ3GbYwTyGleQ,1,>400k and <500k
Jo6IvI3cKg8HI6nlASWxPw,2,>400k and <500k
Be31jnPqAim3dcQIdspLyg,1,>400k and <500k
FBUkzwUn_SDK8Jv5w3TR4w,1,>400k and <500k
ozq49PFe5eKGnxFohec3lw,1,>400k and <500k
teGoFVmxWnOzdcW8k5vUmw,1,>400k and <500k
X2xJ2ok2bZG5K-QNbKKQLQ,2,>400k and <500k
vIBjw1DCb3zA6d6aMzHrpA,1,>400k and <500k
ElVIlM3QdjJBdA5PjcvEkQ,1,>400k and <500k
kI2v3E9HZWP5hfFlvoKpRg,2,>400k and <500k
mjpyr2AvCmpRHoouJzzC-A,1,>400k and <500k
Qd98lGYG6kCSlfrCgW0Xsw,1,>400k and <500k
obGWNGJdhggEX-kT-bnrhw,1,>400k and <500k
SwR8-UhVFtq4PffDoovmhA,1,>400k and <500k
Y-uu8e2CRzYAMDxtJ9Pubw,2,>400k and <500k
OMyDm8aREFO4XzGRFVd2bw,1,>400k and <500k
vK8T0EzTPZBPJ-LPzrXAqg,2,>400k and <500k
CNjMmdl3Oiem1B6TN0qlXw,1,>400k and <500k
10wdJXReokrXVleKPRHRLw,2,>400k and <500k
FBX0yAKFS4znc_T6dE2vlw,2,>400k and <500k
UqGsZl6OzAUSkYsn5vsLrQ,1,>400k and <500k
JuoZi3bM8eN2IVysT1-lmw,1,>400k and <500k
hat_rcEsYohRHpccqUZd8Q,1,>400k and <500k
E0AiUBBS8AyctOyw3e3RiQ,2,>400k and <500k
45k84h4DB-eNCuhIK_zM5g,1,>400k and <500k
CK3EnvqQAKzo9DIPKRk6nQ,1,>400k and <500k
WEp7wgccEWd3eo3x8ku5uQ,1,>400k and <500k
aNwEfod__KBV5VOdN8GEzg,1,>400k and <500k
87hcYGzuLto-QFaoAVq7VQ,2,>400k and <500k
aBpppwrcfqG91GTt3Q344Q,2,>400k and <500k
74ZYPG1H5b7ji_EMzy5buA,1,>400k and <500k
6XOm3AfQP2m5HfzQkAN0pQ,2,>400k and <500k
gtT-wTqDvMnO123gU5Uk5Q,1,>400k and <500k
Aa6o8EJLgJyFpbNgsmsw3g,1,>400k and <500k
NRuopi1fBEDtvcRla6VpBw,2,>400k and <500k
KHuM8r0aGvcyFU5JDkM-3A,1,>400k and <500k
z2SwgsKHiB6t8hhH3crK-w,1,>400k and <500k
kc6D7R0ECODGI9oSsqguTw,1,>400k and <500k
bIo2TrEttOslA9MwzuXhtQ,1,>400k and <500k
1w76Ei4Du7Wy-DTUc8Ft4A,2,>400k and <500k
ItsvdHpzK67ex6XWknmBwA,2,>400k and <500k
ffILOF9bNIdYeEs4mDz7xQ,Not Available,>400k and <500k
9wDshQ11NH1vCDVoWwqp6Q,Not Available,>400k and <500k
mGpICWibRNNepYd27QAJ3Q,2,>400k and <500k
3ibcduhJO7ZsA7l_JRC7nQ,Not Available,>400k and <500k
sFaAUn3v2tvUhY_HAruSrQ,Not Available,>400k and <500k
vVv-ketNBqe0lYUczavqqg,2,>400k and <500k
hOzfGIuvb4zvgRx3qSkuOw,2,>400k and <500k
x9fHqnqxLUZqxR3ZJMrd5Q,2,>400k and <500k
n5tiaR5i7o2v50v3giRcEg,1,>400k and <500k
7VKbFmiJ8kxQ_9E5g4cszg,1,>400k and <500k
cfvt4ywhguNKwwxPZdS5sA,1,>400k and <500k
HVjoSbmDUFEcPA_h1OnYYA,Not Available,>400k and <500k
-PEBtefS0l-HSyNuQ3LQmA,1,>400k and <500k
re-JM8HG3KnJ92xEgU1MTw,2,>400k and <500k
-kD9h8CunBSPhBzv3uEcdQ,1,>400k and <500k
7TvR9qIUuHFoqD_RJxsvbQ,1,>400k and <500k
7GYVDZuuhJ2iCyxKa1zncQ,2,>400k and <500k
mpDhD2EybEmeDcc43DPJ4g,2,>400k and <500k
sHxhAXSqcMPtktzlk_OmFQ,Not Available,>400k and <500k
dvDRgYlh9VcmOkGkv8QJnA,2,>400k and <500k
23azRTrWjCVhyRTjyG_Wkw,2,>400k and <500k
AwlDbl5VXRPl7vwYq09row,Not Available,>400k and <500k
ZhLI6aUIrqNBlIfT2dYZTQ,1,>400k and <500k
k1KHOn_ajwJeq-m4i43RVg,Not Available,>400k and <500k
7G6yH1063-mLUcXcKemDdQ,Not Available,>400k and <500k
fTiij7oE-AsbTS7moPaUzA,Not Available,>400k and <500k
a0vHVGgM6gOXDMmVzrocTw,2,>400k and <500k
YVeqGZMpODm6oXRPjDhXmQ,2,>400k and <500k
HMlIIeVWTI3PCSlqDEVopw,2,>400k and <500k
UKW_xlOphr3se0d-zhvOlA,2,>400k and <500k
FVcbAbw8CIV1Tx1qW-VBAQ,2,>400k and <500k
smJopq86VMeY6eyHUaa9ZA,Not Available,>400k and <500k
LyytpVOBTFehb4DRFuqBTw,1,>400k and <500k
VwV8tvklgCtCMZrRS4juDg,Not Available,>400k and <500k
xctw2CDaEyUEUce_Wh_KqQ,1,>400k and <500k
NAtEvQZvpOKFTUCCSq2xfw,1,>400k and <500k
Wk8cJsd8DSa7Q7FMFRU2Uw,2,>400k and <500k
eqxDuCyIIITAsWBrSJrBYg,1,>400k and <500k
rKjmHdZwwKp3bhW2NDS8vw,Not Available,>400k and <500k
Xs_J6BhlVnAwbAMcF9YdeQ,2,>400k and <500k
cMa-03zazUwiT3lsNxu6rw,1,>400k and <500k
0Z43ScFidapsu6lDpegrQA,2,>400k and <500k
XaYKw4DXjAy4ONyK8na8CA,1,>400k and <500k
zMlFUgitl1mJffl1Fm4h4w,2,>400k and <500k
J0rU7EVRVGGdW7nY1Asxlw,1,>400k and <500k
8b529UFE0kOQ-Ca40hAmXw,2,>400k and <500k
Bn_dXarq8TnGHm4VIEUVHA,1,>400k and <500k
hZEkQIIKa9qOfhN72pPEYg,2,>400k and <500k
sO05BotiAR4qFlsJmFaVKw,Not Available,>400k and <500k
ZeG86GjZLfv5A6u2tRkVtw,1,>400k and <500k
fS8yi8q0uUY5cYK-b5TW4A,1,>400k and <500k
tBgfdA0Gfu--_9s_fa_O0w,1,>400k and <500k
hQgKuok8S_M8pXYTpUwZ0Q,2,>400k and <500k
fDN0uSIiyO1kLRZEJVJ6dg,2,>400k and <500k
zjwjzHrTs7fvXGD9Uon81A,2,>400k and <500k
qLOnAZ1fWN2zJwbOgucXYQ,Not Available,>400k and <500k
79rdlcWVTZtR2qR0jCvCQg,1,>400k and <500k
QvjXfDdb4JuS6e0SM2kPEg,1,>400k and <500k
Mbgpzd4URqdCysPZmH56wg,1,>400k and <500k
CP55qETa6b7EeaajWscbIQ,Not Available,>400k and <500k
-yarSn-p3jQsi5bUBM2log,1,>400k and <500k
Tqaeaq-TzbjwBWOY15aN-Q,2,>400k and <500k
w-_sCAC92P6CfHX9K4m5uQ,4,>400k and <500k
H6Y6XMgcsgdjdDFk1-wGEw,1,>400k and <500k
mUDwrCDL5HaQ5Vnu8bbCRw,2,>400k and <500k
j44Q_sE17dzbH_KBoC5C5w,1,>400k and <500k
spqL3a5sVsDKLosHyqYAgA,2,>400k and <500k
j7r91VxoAoLT-goJBX6a7A,2,>400k and <500k
wwNtfT27tWLQp4rIA8xhNg,2,>400k and <500k
EpT0ULsjK-057eexyAM_nA,2,>400k and <500k
wpGkCbT_PlAJ0N2cQKPHwQ,1,>400k and <500k
TQtAXjbgYTWmQDm3z3ivHw,1,>400k and <500k
Yz4eC-rRZ3o0y_GtWIrbtg,2,>400k and <500k
ks1ld_fhlvGutpOHF5y7nA,2,>400k and <500k
XtIRrkUG-X0gqH9HUOyX9Q,1,>400k and <500k
ay2Su27q42U1qDJ1EXSQ_A,2,>400k and <500k
7u0pqDyMhpVocxJSk1M3Yw,Not Available,>400k and <500k
gPqPiN8Oh8G3hQsWCCFHYw,2,>400k and <500k
gcRAte8fVq7SFfpusuAKuA,1,>400k and <500k
lQQdFULmJz0TbeE5Jtyx9g,1,>400k and <500k
MoJVEyZcljCy9TBVkZ6Qiw,3,>400k and <500k
i1gLM9CJAZNxOrb1EIAe3w,1,>400k and <500k
VIG8GSCH8sxm-UZbEpdkzw,2,>400k and <500k
CozCWbkZ4P7PVLcgRMZauA,1,>400k and <500k
EaZlyWhT0MawKf6DOyh2HA,2,>400k and <500k
a_H86-nBVnzSfAtwjDJAkA,1,>400k and <500k
aTgkJk5JWx6Zix_Ij0VAEA,1,>400k and <500k
OhfdzxYtDfAwnD1Bh0j8-g,2,>400k and <500k
gKKcXhKh3fid3Ep7qeT7GQ,2,>400k and <500k
IauWETPqNg__tlcpJM1ayw,1,>400k and <500k
Yxsg8pWcbiCur_O5rVsBdw,1,>400k and <500k
-n1eANfLUHTIznHhiOwfOw,2,>400k and <500k
4Dlf_979YdxkFxOad6Jn7A,1,>400k and <500k
O4vIU9IvWOrbbI7Lc688kA,1,>400k and <500k
CfrjFRilJek9D6mcYXvESA,1,>400k and <500k
0NMsTdG1GAM-m_leCkVFow,Not Available,>400k and <500k
-wdN11zoqmOOjRcGS0fOdw,1,>400k and <500k
Rm9NA7VXxnV7XmWpdIHyPg,1,>400k and <500k
ZP-_cQN3DAqljV1IJ63bqQ,1,>400k and <500k
neYslCKmOIZMfrY0aqs-lg,1,>400k and <500k
1X0bUcFx0rzh0HIGAD50wA,2,>400k and <500k
mnV-yvL00iOqRMYBt5vDZg,1,>400k and <500k
7NxcPbpXa5e1oTYfnNdXhw,1,>400k and <500k
xeD6vZZK_AmGaAXqj0oIxw,1,>400k and <500k
nzYOLw231fYHRo-APYDoWw,1,>400k and <500k
h0MGSQxYABT15wm_NZvL8A,1,>400k and <500k
ncvdhZ8ElHJhy5-akJ9x_A,1,>400k and <500k
deTlQzwpIRfgmAuDa0841A,2,>400k and <500k
JqireF9bLMkdfAxkHoe4Yw,1,>400k and <500k
x3_SR_tHktK3ExRrx-EBQg,2,>400k and <500k
7P0o2BrmW6fn63DvnehNHw,Not Available,>400k and <500k
VnBvxTkNTYP4u7iMqxwxug,Not Available,>400k and <500k
lx7xFvTrigH_mfVYhcPEwQ,Not Available,>400k and <500k
cloTEnCM7trJcdJHsGTeUA,2,>400k and <500k
P5x-GukFEq4UeSOl6GJfAw,2,>400k and <500k
Vlwa2HgckFlUmAqTN1HEfQ,2,>400k and <500k
pbem-Hi59undxEaynU2znw,2,>400k and <500k
1Z9fPDErTX-EQxognMMLfg,2,>400k and <500k
t3xOF3IF7wYmdDp5mpf2oA,2,>400k and <500k
HlHc--rZKQvg-U3Jh9Ccig,1,>400k and <500k
sa1oe2sQ1KNaP1fMW6ZpLQ,2,>400k and <500k
xZSM84SE5nNLcSvFrZXcyg,1,>400k and <500k
x0FAXbH-WyF98iwdbEYqCA,1,>400k and <500k
F_t1jATDSDGf357FKQDs5w,1,>400k and <500k
HgwzwG9KDpwG9dyp04j5xA,Not Available,>400k and <500k
VaF22zWe9ixUaGP1e1KSRA,1,>400k and <500k
x0bqKjKV9Y8W1fsJzvzS-A,2,>400k and <500k
O3C-Myqp8LsXI9NOsLNgxQ,1,>400k and <500k
ppNv2zxKil6X8bm_H10DLA,2,>400k and <500k
gfM4BLPhZNXDkeWx8jOkvw,2,>400k and <500k
b_ud01aZAwHk0fUesSqHvw,2,>400k and <500k
29Jj3zPhOP9EnbYc0yswmQ,1,>400k and <500k
byw7_GYQKm6EgsA8vUmEvg,2,>400k and <500k
UkEgOBpm0b55M_QH1aP-qw,2,>400k and <500k
T7XwQ9rbDKSlx_kwYjROEw,1,>400k and <500k
I0RDmwdin2K19u2ov4eRyg,2,>400k and <500k
DY-oQN7Rf7gd99lCjtaOYQ,1,>400k and <500k
eDr9vpWwWQENJg-FdaArFw,1,>400k and <500k
tWwmKIOSJKMnaBF43FaMYA,2,>400k and <500k
opnKdxuzV_BENbfToxVF3Q,2,>400k and <500k
UCs1AKIpewjaSd5AImCa9w,2,>400k and <500k
3jlYmJ74e529avJX1H4m9w,Not Available,>400k and <500k
nOBDayqXRcUIGAIjEBXnXQ,2,>400k and <500k
tCZoMAPrsdHcNHUhRkeQUg,Not Available,>400k and <500k
LLDyzDBD69jWmhRRX1i5xA,1,>400k and <500k
aVv7xRKviXwAsOH8XAGplw,2,>400k and <500k
afY2kA4zwNKiI0sSprgJsQ,2,>400k and <500k
6BNY4Oct29gLqmeUWBVMRQ,1,>400k and <500k
CcSwOuC87DRw6ncTkmuYKQ,1,>400k and <500k
cvwrCz_uH-scoEqldDrPtA,2,>400k and <500k
zp7jBo0TnGGmA2J7cC37lw,1,>400k and <500k
_CwvkLRf1nUmomOe5BWECg,2,>400k and <500k
eKwvHYREDqpoiUXVTEOcLg,2,>400k and <500k
vtrk3QvskvrarMBZ1pppIQ,1,>400k and <500k
t8dC5OL5HH1PFyl2d9By3Q,2,>400k and <500k
phOjyuoewmmhOYrkLUZEGw,2,>400k and <500k
WSf61TAzDjeSo_rupuRpzg,2,>400k and <500k
HjthawGsJLl2wsYVvEErtQ,1,>400k and <500k
grkQMUCIW4UCCsPe4HDc-Q,2,>400k and <500k
_y47Ro6oDNmUKbpkWWDMNg,1,>400k and <500k
CRQ8wT95xH3mxjLHCywbPQ,Not Available,>400k and <500k
rOnjekXvT78U9b6X-6nGbQ,1,>400k and <500k
HXhO07ZqA00wZIJqmWZ_Uw,2,>400k and <500k
1oovQbBu3Rx4mbKDrRyXOQ,1,>400k and <500k
A6cmAEXyaunhqcHSCDvUNw,2,>400k and <500k
qrG3o1btjG5uVeWs7Boplw,2,>400k and <500k
3Gd9sQwb4CXL4B_JjCcZog,2,>400k and <500k
cUswyI5bJWztI80lE9BSFA,1,>400k and <500k
8F4Zf-tLNuM4WEm0ZM5XZQ,1,>400k and <500k
6CO1blG9Pq4mPHu9zCi8Eg,1,>400k and <500k
Eh6w3R__pcF5fJFW6Hn-iA,2,>400k and <500k
PzfK3XBR5JBCktHa3UkKzg,2,>400k and <500k
V2NFizbbM8Ao9bABWBhW3w,3,>400k and <500k
XewhT7XZtMCzXc4LJ8VNZQ,2,>400k and <500k
lGcEThQQENyvnSIQyILpJw,2,>400k and <500k
cQdUdLXpHjVs4xDXuv0eHw,1,>400k and <500k
El3zlJQIWiNa8WtCP1C01g,1,>400k and <500k
qTXuXKJkLzCjNPNnHZSr1g,2,>400k and <500k
MbIxuPMf_jb7C-4E02Ll8Q,1,>400k and <500k
2VMQKBtsCrzpVlaFbT36yw,3,>400k and <500k
qZoJncjHwOImEVmlHxV-YQ,1,>400k and <500k
ERmtADckDpHOeP3wQOqoLg,1,>400k and <500k
1zDWwwrn5RnH_gJT_N95DA,2,>400k and <500k
bzfSrKCRx3IDeu6Z0_d-1w,1,>400k and <500k
_LoQoSRvqA37To2gf9OnSA,2,>400k and <500k
xqxRL30UDtEP3v1E_x-SlA,2,>400k and <500k
dKEZj8sAlTbdPk46SAsfIQ,1,>400k and <500k
uU-0XiGkQAxsN85h8IKO2Q,1,>400k and <500k
6zxThuK9WaLWnRLJIgqEIA,1,>400k and <500k
_AD4ECiNIo4fgCBtoDFENw,1,>400k and <500k
QbpDway89HOQi2xZzLtuIg,Not Available,>400k and <500k
ZhM7IISzduhpbXBnkli8eA,2,>400k and <500k
REUMs60rONCC1ib046HR7w,2,>400k and <500k
ag2ikRWSm6h6W1ToI72iBw,1,>400k and <500k
3uTMM8vYcVN1HktmUj1JEg,1,>400k and <500k
faLdDqoM-DTcZeIs6nKHAw,1,>400k and <500k
I4evdlQHhD7wwllD8qgOiQ,2,>400k and <500k
ySwbWBH0-kDHvWP0M5GSHA,1,>400k and <500k
QSvR5vcpLpBhC94BcOSNtw,1,>400k and <500k
aMvfyVWLXVB8V-ql1HQP2g,1,>400k and <500k
3skwaVGCIF_yojrwlQM7pQ,1,>400k and <500k
9loCsbzF4DuKiSRYM_nV2Q,2,>400k and <500k
cbLuSGQHQe6MxiTXJ5R5ag,2,>400k and <500k
WH8P-z7QAmp5MR_b_s9Ftg,Not Available,>400k and <500k
ljBux8qB_2Smx2H7qCzCfQ,1,>400k and <500k
3jvIzMv2fks9xy9Sn6QuQA,2,>400k and <500k
SnzbQg0AuOnbjycu4UHkag,2,>400k and <500k
05AMJAN1-xSfxzKDGpkzQQ,1,>400k and <500k
-3Vf6Y9DwWQAfxFBYWbagA,1,>400k and <500k
F749P3vP458kb5WEmXubZw,Not Available,>400k and <500k
8SlCO3r-5UCmMOT32oSZHw,1,>400k and <500k
NWa0iDGCOxjWo8Cy0EpQLQ,2,>400k and <500k
aicflr0Qyj_HMWFigjtPxQ,1,>400k and <500k
zlncHEhUp0Xdsh8Rb-n1mQ,1,>400k and <500k
Ev3cADCB88CQDMeiUnOR9Q,1,>400k and <500k
uceeBwutX5k00qmCuq7Kqg,1,>400k and <500k
rLOIp4WVoSV_sJFMpXJEVA,2,>400k and <500k
0PecldwaALEVcI9h4SG9KA,Not Available,>400k and <500k
QqO8S7jdDu91TIcZ7SueYg,1,>400k and <500k
LB5jzOXY32_QkxNbTIafcg,2,>400k and <500k
zDpiKQobgzSBg-QNMic6Rw,1,>400k and <500k
seJIb5SydqVQWuiofLPsog,Not Available,>400k and <500k
dhcAYQo7d2yQojQtdATFFw,Not Available,>400k and <500k
14slHYFdLG1KrB8AoA4wGg,Not Available,>400k and <500k
NGlljPlU2TDdKJPIbXSOAQ,1,>400k and <500k
yzxKuLKJBjk-BM6Vmedu4g,1,>400k and <500k
Boi0oR27lLjkhMeYqeaPVQ,1,>400k and <500k
0092e-7KfLcsNZkQ1j1PKQ,2,>400k and <500k
HoQB2Oz2eR9-Zs-pNFuBjw,2,>400k and <500k
INOKQwbFksbbexJsvL2Jow,2,>400k and <500k
QdGgmYZSgeUPHHY_7v6W0Q,2,>400k and <500k
A9h4-wO3vwjPJevBfH64AA,4,>400k and <500k
Jd4c8rDF3HREq0zvlENX1w,2,>400k and <500k
3bRxiOe9AphCDd8SxT7Dcg,1,>400k and <500k
SfUnsf8ouMb8IWRY5wII-g,2,>400k and <500k
Zu02-YF30SK_1pEoG3OkJw,2,>400k and <500k
wN5qsGjhB30I0TjlYyiTpQ,1,>400k and <500k
mwIqBG0ejEBzoEk5-DEVaw,2,>400k and <500k
UrMP_-JdpbbhR9nAcY5TXA,2,>400k and <500k
R7ESrFkedb5TzxA1rc5Y3w,Not Available,>400k and <500k
70mTyfvuvRDbCfpe4o-TPA,4,>400k and <500k
5n_T01naUJBHOpIKp7Oz_Q,3,>400k and <500k
CUKExPMS21k6mes9jiOYtg,2,>400k and <500k
DQ7MSK5ocsvJdCUN8ZrPfw,1,>400k and <500k
FjXY2wqQM6oVgrf_69S0ZQ,1,>400k and <500k
IXIsdjO76U0imy1_l6eRww,2,>400k and <500k
-LRoPheluHorwU2XFib1-Q,1,>400k and <500k
8PsixCwccKVf-D2dRttwqA,1,>400k and <500k
owluV1qoeqkmHJDDJadC_A,1,>400k and <500k
fufYEk8m2SuWt2JAJ8oK8Q,1,>400k and <500k
ap_XoVKQVRTsN3f-N4a1eg,2,>400k and <500k
